cpv_supp_id;cpv_order;cpv_name_bg;cpv_name_cs;cpv_name_da;cpv_name_de;cpv_name_el;cpv_name_en;cpv_name_es;cpv_name_et;cpv_name_fi;cpv_name_fr;cpv_name_ga;cpv_name_hr;cpv_name_hu;cpv_name_it;cpv_name_lt;cpv_name_lv;cpv_name_mt;cpv_name_nl;cpv_name_pl;cpv_name_pt;cpv_name_ro;cpv_name_sk;cpv_name_sl;cpv_name_sv
"CA18-4";"208";"Без генетично модифицирани организми";"Bez GMO";"Fri for genmodificerede organismer";"GVO-frei";"Χωρίς γενετικά τροποποιημένους οργανισμούς";"GMO free";"Exento de OMG";"GMO-vabad";"Ei sisällä muuntogeenisiä organismeja";"Sans OGM";"GMO free";"Ne sadrži GMO";"GMO-mentes";"Senza OGM";"Be genetiškai modifikuotų organizmų (GMO)";"Bez ĢMO";"Mingħajr OĠM";"GGO-vrij";"Niezawierające organizmów zmodyfikowanych genetycznie";"Sem OGM";"Fără OMG";"Bez GMO";"Ne vsebuje GSO";"Utan genmodifierade organismer"
"CA19-7";"209";"Без хормони";"Bez hormonů";"Hormonfri";"Hormonfrei";"Χωρίς ορμόνες";"Hormone free";"Sin hormonas";"Hormoonivabad";"Ei sisällä hormoneja";"Sans hormones";"Hormone free";"Ne sadrži hormone";"Hormonmentes";"Senza ormoni";"Be hormonų";"Bez hormoniem";"Mingħajr ormoni";"Hormoonvrij";"Niezawierające hormonów";"Sem hormonas";"Fără hormoni";"Bez hormónov";"Ne vsebuje hormonov";"Utan hormoner"
"CA20-0";"210";"Без пестициди";"Bez pesticidů";"Pesticidfri";"Pestizidfrei";"Χωρίς παρασιτοκτόνα";"Pesticide free";"Sin plaguicidas";"Pestitsiidivabad";"Ei sisällä torjunta-aineita";"Sans pesticides";"Pesticide free";"Ne sadrži pesticide";"Növényvédőszer-mentes";"Senza pesticidi";"Be pesticidų";"Bez pesticīdiem";"Mingħajr pestiċidi";"Zonder pesticiden";"Niezawierające pestycydów";"Sem pesticidas";"Fără pesticide";"Bez pesticídov";"Ne vsebuje pesticidov";"Utan bekämpningsmedel"
"CA21-3";"211";"Без азбест";"Bez azbestu";"Asbestfri";"Asbestfrei";"Χωρίς αμίαντο";"Asbestos free";"Sin amianto";"Asbestivabad";"Ei sisällä asbestia";"Sans amiante";"Asbestos free";"Ne sadrži azbest";"Azbesztmentes";"Senza amianto";"Beasbestis";"Bez azbesta";"Mingħajr ażbestos";"Vrij van asbest";"Niezawierające azbestu";"Sem amianto";"Fără azbest";"Bez azbestu";"Ne vsebuje azbesta";"Asbestfri"
"CA22-6";"212";"Без хлорфлуорвъглероди";"Bez chlorofluorouhlovodíků (CFC)";"Freonfri";"FCKW-frei";"Χωρίς χλωροφθοράνθρακες";"CFC free";"Sin CFC";"Klorofluorosüsinikevabad";"Ei sisällä kloorifluorihiilivetyjä";"Sans CFC";"CFC free";"Ne sadrži klorofluorougljike (CFC)";"CFC-mentes";"Senza CFC";"Be chlorfluormetano";"Bez CFC";"Mingħajr CFC";"CFK-vrij";"Niezawierające chlorofluorowęglowodorów";"Sem CFC";"Fără CFC";"Bez CFC";"Ne vsebuje klorofluoroogljikovodikov (CFC)";"Freonfri"
"CA23-9";"213";"Без озон";"Bez ozónu";"Ozonfri";"Ozonfrei";"Χωρίς όζον";"Ozone free";"Sin ozono";"Osoonivabad";"Ei muodosta otsonia";"Sans ozone";"Ozone free";"Ne sadrži ozon";"Ózonmentes";"Senza ozono";"Be ozono";"Bez ozona";"Mingħajr ożonu";"Ozonvrij";"Niezawierające ozonu";"Sem ozono";"Fără ozon";"Bez ozónu";"Ne vsebuje ozona";"Ozonfri"
"CA24-2";"214";"Без ПВЦ";"Bez polymerů vinylchloridu (PVC)";"Pvc-fri";"PVC-frei";"Χωρίς PVC";"PVC free";"Sin PVC";"Polüvinüülkloriidivabad";"Ei sisällä polyvinyylikloridia";"Sans PVC";"PVC free";"Ne sadrži polivinil klorid (PVC)";"PVC-mentes";"Senza PVC";"Be polivinilchlorido";"Bez PVC";"Mingħajr PVC";"PVC-vrij";"Niezawierające PCW";"Sem PVC";"Fără PVC";"Bez PVC";"Ne vsebuje polivinilklorida (PVC)";"PVC-fri"
"CA25-5";"215";"Хибриден";"Hybridní";"Hybrid";"Hybrid-";"Υβρίδιο";"Hybrid";"Híbrido";"Hübriidid";"Hybridi";"Hybride";"Hybrid";"Hibrid";"Hibrid";"Ibrido";"Hibridinis";"Hibrīds";"Ibridu";"Hybride";"Hybrydowe";"Híbrido";"Hibrid";"Hybridný";"Hibrid";"Hybrid"
"CA26-8";"216";"Без въглеводород";"Bez uhlovodíků";"Kulbrintefri";"KW-frei";"Χωρίς υδρογονάνθρακες";"Hydrocarbon free";"Sin hidrocarburos";"Süsivesinikuvabad";"Ei sisällä hiilivetyjä";"Sans hydrocarbure";"Hydrocarbon free";"Ne sadrži ugljikovodike";"Szénhidrogénmentes";"Senza idrocarburi";"Be angliavandenilių";"Bez ogļūdeņraža";"Mingħajr HC";"Koolwaterstofvrij";"Niezawierające węglowodorów";"Sem hidrocarbonetos";"Fără hidrocarburi";"Bez HC";"Ne vsebuje ogljikovodikov (HC)";"Kolvätefri"
"CA27-1";"217";"Без азотен окис";"Bez oxidů dusíku (NOx)";"Kvælstoffri";"Nox-frei";"Χωρίς Nox";"NOx free";"Sin Nox";"Lämmastikoksiidivabad";"Ei muodosta typenoksideja";"Sans Nox";"NOx free";"Ne sadrži dušikove okside (NOx)";"NOx-mentes";"Senza Nox";"Be azoto oksidų";"Bez Nox";"Mingħajr Nox";"NOx-vrij";"Niezawierające NOx";"Sem Nox";"Fără Nox";"Bez Nox";"Ne vsebuje dušikovih oksidov (NOx)";"Kväveoxidfri"
"CA28-4";"218";"Без въглероден окис";"Bez oxidu uhelnatého (CO)";"CO-fri";"CO-frei";"Χωρίς CO";"CO free";"Sin CO";"Süsinikoksiidivabad";"Ei muodosta hiilimonoksidia";"Sans CO";"CO free";"Ne sadrži ugljikov monoksid (CO)";"CO-mentes";"Senza CO";"Be anglies monoksido";"Bez CO";"Mingħajr CO";"CO-vrij";"Niezawierające CO";"Sem CO";"Fără CO";"Bez CO";"Ne vsebuje ogljikovega monoksida (CO)";"Koloxidfri"
"CA29-7";"219";"Без въглероден двуокис";"Bez oxidu uhličitého (CO2)";"CO2-fri";"CO2-frei";"Χωρίς CO2";"CO2 free";"Sin CO2";"Süsinikdioksiidivabad";"Ei muodosta hiilidioksidia";"Sans CO2";"CO2 free";"Ne sadrži ugljikov dioksid (CO2)";"CO2-mentes";"Senza CO2";"Be anglies dioksido";"Bez CO2";"Mingħajr CO2";"CO2-vrij";"Niezawierające CO2";"Sem CO2";"Fără CO2";"Bez CO2";"Ne vsebuje ogljikovega dioksida (CO2)";"Koldioxidfri"
"CA30-0";"220";"Без сяра";"Bez síry";"Svovlfri";"Schwefelfrei";"Χωρίς θείο";"Sulphur free";"Sin azufre";"Väävlivabad";"Ei sisällä rikkiä";"Sans soufre";"Sulphur free";"Ne sadrži sumpor";"Kénmentes";"Senza zolfo";"Be sieros";"Bez sēra";"Mingħajr kubrit";"Zwavelvrij";"Niezawierające siarki";"Sem enxofre";"Fără sulf";"Bez síry";"Ne vsebuje žvepla";"Svavelfri"
"CA31-3";"221";"Евро 0 (гориво)";"Euro 0 (palivo)";"Euro 0 (brændstof)";"Euro 0 (Brennstoff)";"Euro 0 (καύσιμο)";"Euro 0 (fuel)";"Norma Euro 0 (combustible)";"Euro 0 (kütus)";"Euro 0 (polttoaine)";"Euro 0 (carburant)";"Euro 0 (fuel)";"Euro 0 (gorivo)";"Euro 0 (üzemanyag)";"Euro 0 (carburante)";"Euro 0 (degalai)";"Euro 0 (degviela)";"Euro 0 (fjuwil)";"Euro 0 (brandstof)";"Euro 0 (paliwo)";"Euro 0 (combustível)";"Euro 0 (carburant)";"Euro 0 (palivo)";"Euro 0 (gorivo)";"Euro 0 (bränsle)"
"CA32-6";"222";"Евро 1 (гориво)";"Euro 1 (palivo)";"Euro 1 (brændstof)";"Euro 1 (Brennstoff)";"Euro 1 (καύσιμο)";"Euro 1 (fuel)";"Norma Euro 1 (combustible)";"Euro 1 (kütus)";"Euro 1 (polttoaine)";"Euro 1 (carburant)";"Euro 1 (fuel)";"Euro 1 (gorivo)";"Euro 1 (üzemanyag)";"Euro 1 (carburante)";"Euro 1 (degalai)";"Euro 1 (degviela)";"Euro 1 (fjuwil)";"Euro 1 (brandstof)";"Euro 1 (paliwo)";"Euro 1 (combustível)";"Euro 1 (carburant)";"Euro 1 (palivo)";"Euro 1 (gorivo)";"Euro 1 (bränsle)"
"CA33-9";"223";"Евро 2 (гориво)";"Euro 2 (palivo)";"Euro 2 (brændstof)";"Euro 2 (Brennstoff)";"Euro 2 (καύσιμο)";"Euro 2 (fuel)";"Norma Euro 2 (combustible)";"Euro 2 (kütus)";"Euro 2 (polttoaine)";"Euro 2 (carburant)";"Euro 2 (fuel)";"Euro 2 (gorivo)";"Euro 2 (üzemanyag)";"Euro 2 (carburante)";"Euro 2 (degalai)";"Euro 2 (degviela)";"Euro 2 (fjuwil)";"Euro 2 (brandstof)";"Euro 2 (paliwo)";"Euro 2 (combustível)";"Euro 2 (carburant)";"Euro 2 (palivo)";"Euro 2 (gorivo)";"Euro 2 (bränsle)"
"CA34-2";"224";"Евро 3 (гориво)";"Euro 3 (palivo)";"Euro 3 (brændstof)";"Euro 3 (Brennstoff)";"Euro 3 (καύσιμο)";"Euro 3 (fuel)";"Norma Euro 3 (combustible)";"Euro 3 (kütus)";"Euro 3 (polttoaine)";"Euro 3 (carburant)";"Euro 3 (fuel)";"Euro 3 (gorivo)";"Euro 3 (üzemanyag)";"Euro 3 (carburante)";"Euro 3 (degalai)";"Euro 3 (degviela)";"Euro 3 (fjuwil)";"Euro 3 (brandstof)";"Euro 3 (paliwo)";"Euro 3 (combustível)";"Euro 3 (carburant)";"Euro 3 (palivo)";"Euro 3 (gorivo)";"Euro 3 (bränsle)"
"CA35-5";"225";"Евро 4 (гориво)";"Euro 4 (palivo)";"Euro 4 (brændstof)";"Euro 4 (Brennstoff)";"Euro 4 (καύσιμο)";"Euro 4 (fuel)";"Norma Euro 4 (combustible)";"Euro 4 (kütus)";"Euro 4 (polttoaine)";"Euro 4 (carburant)";"Euro 4 (fuel)";"Euro 4 (gorivo)";"Euro 4 (üzemanyag)";"Euro 4 (carburante)";"Euro 4 (degalai)";"Euro 4 (degviela)";"Euro 4 (fjuwil)";"Euro 4 (brandstof)";"Euro 4 (paliwo)";"Euro 4 (combustível)";"Euro 4 (carburant)";"Euro 4 (palivo)";"Euro 4 (gorivo)";"Euro 4 (bränsle)"
"CA36-8";"226";"Евро 5 (гориво)";"Euro 5 (palivo)";"Euro 5 (brændstof)";"Euro 5 (Brennstoff)";"Euro 5 (καύσιμο)";"Euro 5 (fuel)";"Norma Euro 5 (combustible)";"Euro 5 (kütus)";"Euro 5 (polttoaine)";"Euro 5 (carburantl)";"Euro 5 (fuel)";"Euro 5 (gorivo)";"Euro 5 (üzemanyag)";"Euro 5 (carburante)";"Euro 5 (degalai)";"Euro 5 (degviela)";"Euro 5 (fjuwil)";"Euro 5 (brandstof)";"Euro 5 (paliwo)";"Euro 5 (combustível)";"Euro 5 (carburant)";"Euro 5 (palivo)";"Euro 5 (gorivo)";"Euro 5 (bränsle)"
"CA37-1";"227";"Съчленен";"Kloubové";"Leddelt";"Mit Gelenkverbindung";"Αρθρωτό";"Articulated";"Articulado";"Liigend-";"Nivel-";"Articulé";"Articulated";"Raščlanjen";"Csuklós";"Articolato";"Šarnyrinis";"Ar locīklu";"Artikolat";"Geleed/Harmonica/Vouw";"Przegubowe";"Articulado";"Articulat";"Kĺbový";"Zgloben";"Ledad"
"CA38-4";"228";"За дълго консервиране";"Trvanlivé";"Langtidsholdbar";"Mit langer Lebensdauer";"Μακράς διαρκείας";"Long-life";"De larga duración";"Pikaaajalise säilivusega";"Pitkäikäinen/kesto-";"À longue conservation";"Long-life";"Dugotrajan";"Hosszú élettartamú";"A lunga conservazione";"Ilgo vartojimo";"Ilgstoši glabājams";"B'ħajja twila";"Houdbaar";"O długiej żywotności/długim terminie ważności";"Longa conservação";"Conservare îndelungată";"Trvanlivý";"Trajen";"Lång hållbarhet"
"CA39-7";"229";"Лек";"Lehká váha";"Letvægt";"Leicht";"Ελαφρύ";"Lightweight";"Ligero";"Kerg-";"Kevyt";"Léger";"Lightweight";"Lagan";"Könnyűsúlyú";"Leggero";"Lengvas";"Viegls";"Ħafif";"Lichtgewicht";"Lekkie";"Leve";"Uşor";"Ľahký/ľahčený";"Lahek";"Lättvikt"
"CA40-0";"230";"За открито море";"Námořní";"Søgående";"Seetüchtig";"Ποντοπόρο";"Seagoing";"Marítimo";"Mere-";"Avomeri-";"De haute mer";"Seagoing";"Pomorski";"Tengerjáró";"D'alto mare";"Jūrų";"Jūras";"Ibaħħar";"Zeewaardig";"Morskie";"Para navegação marítima";"Maritim";"Námorný";"Morski";"Sjögående"
"CA41-3";"231";"Полупотопяем";"Poloponorné";"Halvnedsænkbar";"Halbtauchend";"Ημιβυθιζόμενο";"Semi-submersible";"Semisumergible";"Poolsukeldatavad";"Osittain upotettava";"Semi-submersible";"Semi-submersible";"Poluuronjiv";"Félig merülő";"Semisommergibile";"Pusiau panardinamas";"Daļēji iegremdējams";"Semi-sommerġibbli";"Half-afzinkbaar";"Półzanurzeniowe";"Semi-submersível";"Semisubmersibil";"Poloponorný";"Polpotopljiv";"Halvt nedsänkbar"
"CA42-6";"232";"Потопяем";"Ponorné";"Nedsænkbar";"Tauchfähig";"Βυθιζόμενο";"Submersible";"Sumergible";"Sukeldatavad";"Upotettava";"Submersible";"Submersible";"Uronjiv";"Merülő/búvár";"Sommergibile";"Panardinamas";"Iegremdējams";"Sommerġibbli";"Afzinkbaar";"Zanurzeniowe";"Submersível";"Submersibil";"Ponorný";"Potopljiv";"Nedsänkbar"
"CA43-9";"233";"Цифров";"Digitální";"Digital";"Digital";"Ψηφιακό";"Digital";"Digital";"Digitaalsed";"Digitaalinen";"Numérique";"Digital";"Digitalni";"Digitális";"Digitale";"Skaitmeninis";"Digitāls";"Diġitali";"Digitaal";"Cyfrowe";"Digital";"Digital";"Digitálny";"Digitalen";"Digital"
"CA44-2";"234";"Преносим";"Přenosné/mobilní";"Bærbar, transportabel, flytbar";"Tragbar";"Φορητό";"Portable";"Portátil";"Teisaldatavad";"Kannettava";"Portable";"Portable";"Prenosiv";"Hordozható";"Portatile";"Nešiojamas";"Pārnēsājams";"Portabbli";"Draagbaar";"Przenośne";"Portátil";"Portabil";"Prenosný";"Prenosen";"Bärbar"
"CA45-5";"235";"С висока разделителна способност";"Vysoké rozlišení";"Høj opløsning";"Hochauflösend";"Υψηλής ευκρίνειας";"High resolution";"De alta resolución";"Peeneralduslikud";"Korkea erotuskyky";"À haute résolution";"High resolution";"S visokom rezolucijom";"Nagyfelbontású";"Ad alta risoluzione";"Didelės skiriamosios gebos";"Ar augstu izšķirtspēju";"Riżoluzzjojni għolja";"Hogeresolutie";"O wysokiej rozdzielczości";"Alta resolução";"De înaltă rezoluţie";"Vysoké rozlíšenie/s vysokým rozlíšením";"Z visoko ločljivostjo";"Med hög upplösning"
"CA46-8";"236";"С високи технически характеристики";"Vysoký výkon";"Høj ydeevne";"Hoch leistungsfähig";"Υψηλής απόδοσης";"High-performance";"De alto rendimiento";"Kõrgjõudlusega";"Korkea suorituskyky";"À haute performance";"High-performance";"Visokoučinkovit";"Nagyteljesítményű";"Ad alto rendimento";"Efektyvus";"Ātrdarbīgs";"Prestazzjoni għolja";"Hoogwaardig";"Wysokosprawne";"Alto rendimento";"De înaltă performanţă";"Vysokovýkonný";"Za visoke zmogljivosti";"Högpresterande"
"CA47-1";"237";"С многозадачен режим на работа";"Souběžné zpracování úloh";"Multitasking";"Multitasking";"Για πολλαπλές εργασίες";"Multitasking";"Multitarea";"Multitegumtöö";"Monitoimi-";"Multitâches";"Multitasking";"Za obavljanje više zadataka (multitasking)";"Többfeladatos";"Multifunzione";"Daugiaprogramis";"Vairākuzdevumu režīms";"Bosta proċessi f'daqqa";"Multitasking";"Wielozadaniowe";"Multitarefa";"Multioperaţional";"Viacúlohový";"Večopravilen";"Mångsidig"
"CA48-4";"238";"За много потребители";"Víceuživatelské";"Flerbruger";"Für gemeinsame Nutzung (multi-user)";"Για πολλαπλούς χρήστες";"Multi-user";"Multiusuario";"Ühiskasutuseks mõeldud";"Useaa käyttäjää varten";"À utilisateurs multiples";"Multi-user";"Za više korisnika (multi-user)";"Többfelhasználós";"Multiutente";"Daugeliui naudotojų";"Daudziem lietotājiem";"Multi-utent";"Multigebruiker";"Dla wielu użytkowników";"Multi-utilizadores";"Cu multipli utilizatori";"Viacužívateľský";"Večuporabniški";"För flera användare"
"CA49-7";"239";"Който може да се актуализира";"Modernizovatelný";"Opgraderbar";"Aufrüstbar";"Με δυνατότητα αναβάθμισης";"Upgradeable";"Actualizable";"Ajakohastatavad";"Päivitettävissä";"Actualisable";"Upgradeable";"Nadogradiv";"Fejleszthető";"Aggiornabile";"Naujovinamas";"Modernizējams";"Aġġornabbli";"Uitbouwbaar/Upgradable";"Dające się modernizować/aktualizować";"Actualizável";"Actualizabil";"Upraviteľný na vyššiu verziu";"Nadgradljiv";"Uppgraderbar"
"CA50-0";"240";"За еднократна упoтрeба";"Na jedno použití";"Engangs- (kan kasseres efter brug én gang)";"Als Einweg-Artikel";"Μη επαναχρησιμοποιήσιμο";"Disposable";"Desechable";"Ühekordsed";"Kertakäyttöinen (halpa)";"Jetable";"Disposable";"Za jednokratnu uporabu";"Eldobható";"Monouso";"Vienkartinis";"Vienreizējās lietošanas";"Jista' jintrema";"Wegwerpbaar";"Jednorazowego użytku";"Descartável";"De aruncat";"Na jednorazové použitie";"Za enkratno uporabo";"Engångs-"
"CA51-3";"241";"Презареждаем";"Dobíjecí";"Genopladelig";"Aufladbar";"Επαναφορτιζόμενο";"Rechargeable";"Recargable";"Laetavad";"Ladattava";"Rechargeable";"Rechargeable";"Za ponovno punjenje";"Újratölthető";"Ricaricabile";"Įkraunamas";"Uzlādējams";"Jista' jiġi ċċarġjat";"Oplaadbaar";"Z możliwością doładowania";"Recarregável";"Reîncărcabil";"Dobíjateľný";"Za ponovno polnjenje";"Laddningsbar"
"CA52-6";"242";"Пожароустойчив/негорим";"Odolné proti plameni/ohni";"Brandmodstandsdygtig/flammemodstandsdygtig";"Feuerbeständig";"Ανθεκτικό στη φωτιά";"Fire resistant/flame resistant";"Resistente al fuego/resistente a las llamas";"Tulele/leegile vastupidavad";"Jonkin verran tulta kestävä";"Ignifuge";"Fire resistant/flame resistant";"Vatrootporan/nezapaljiv";"Tűzálló/lángálló (tulajdonsággal)";"Resistente al fuoco/resistente alle fiamme";"Laikinai atsparus ugniai";"Ugunsdrošs";"Reżistenti għan-nirien";"Brandwerend/Vlamwerend";"Trudnopalne";"Resistente ao fogo/às chamas";"Ignifug";"Odolný proti ohňu/plameňom";"Odporen na ogenj";"Brandhärdig/flamhärdig"
"CA53-9";"243";"Забавящ разпространението на пожар";"Zpomalující hoření";"Brandhæmmende";"Feuerhemmend";"Επιβραδυντικό της φωτιάς";"Fire retardant";"Pirorretardante";"Tuldtõkestavad";"Paloa hidastava";"Coupe-feu";"Fire retardant";"Sporogoreći";"Tűzkésleltető";"Igniritardante";"Antipirenas";"Uguni slāpējošs";"Itaffi n-nar";"Brandvertragend";"Opóźniające palenie";"Ignífugo";"Rezistent la foc";"Spomaľujúci horenie";"Ognjezaviralen";"Brandhämmande"
"CA54-2";"244";"Топлоустойчив";"Tepelněodolné";"Varmebestandig";"Hitzebeständig";"Ανθεκτικό στη θερμότητα";"Heat-resistant";"Resistente al calor";"Kuumuspüsivad";"Kuumuutta kestävä";"Résistant à la chaleur";"Heat-resistant";"Otporan na toplinu";"Hőálló";"Resistente al calore";"Atsparus karščiui";"Termoizturīgs";"Reżistenti għas-sħana";"Hittebestendig";"Termoodporne";"Resistente ao calor";"Rezistent la căldură";"Teploodolný";"Obstojen proti vročini";"Värmebeständig"
"CA55-5";"245";"Стерилен";"Sterilní";"Steril";"Steril";"Στείρο";"Sterile";"Estéril";"Steriilsed";"Steriili";"Stérile";"Sterile";"Sterilan";"Steril";"Sterile";"Sterilus";"Sterils";"Sterili";"Steriel";"Sterylne";"Estéril";"Steril";"Sterilný";"Sterilen";"Steril"
"CA56-8";"246";"Нестерилен";"Nesterilní";"Ikke-steril";"Nicht steril";"Μη στείρο";"Non-sterile";"No estéril";"Mittesteriilsed";"Epästeriili";"Non stérile";"Non-sterile";"Nesterilan";"Nem steril";"Non sterile";"Nesterilus";"Nesterils";"Mhux sterili";"Niet-steriel";"Niesterylne";"Não estéril";"Nesteril";"Nesterilný";"Nesterilen";"Osteril"
"CA57-1";"247";"Екоетикет";"S ekoznačkou";"Miljømærket";"Mit Umweltzeichen";"Σήμα οικολογικής ποιότητας";"Ecolabel";"Etiqueta ecológica";"Ökomärgisega";"Ympäristömerkki";"Écolabel";"Ecolabel";"Znak za okoliš";"""Ökológiai gazdálkodásból"" címkével rendelkező";"Etichetta ecologica";"Paženklintas ekologiniu ženklu";"Ekomarķējums";"ECO-tikketta";"Milieukeur";"Opatrzone ekoetykietą";"Rótulo ecológico";"Etichetă ecologică";"S ekoznačkou";"Znak za okolje";"Miljömärkt"
"CA58-4";"248";"Без оцветители";"Bez barviv";"Uden farvestoffer";"Ohne Farbstoffe";"Χωρίς χρωστικές";"Colorants free";"Sin colorantes";"Värvainevabad";"Ei väriaineita";"Sans colorants";"Colorants free";"Bez bojila";"Színezőanyagoktól mentes";"Senza coloranti";"Be dažiklių";"Bez krāsvielām";"Mingħajr koloranti";"Zonder kleurstoffen";"Bez barwników";"Sem corantes";"Fără coloranţi";"Bez farbív";"Ne vsebuje barvil";"Utan färgämnen"
"CA59-7";"249";"Без консерванти";"Bez konzervačních prostředků";"Uden konserveringsmidler";"Ohne Konservierungsstoffe";"Χωρίς συντηρητικά";"Preservatives free";"Sin conservantes";"Konservandivabad";"Ei säilytysaineita";"Sans conservateurs";"Preservatives free";"Bez konzervansa";"Tartósítószer-mentes";"Senza conservanti";"Be konservantų";"Bez konservantiem";"Mingħajr preżervativi";"Zonder conserveringsmiddelen";"Bez konserwantów";"Sem conservantes";"Fără conservanţi";"Bez konzervačných látok";"Ne vsebuje konzervansov";"Utan konserveringsmedel"
"CA60-0";"250";"Триизмерен";"Trojrozměrné";"Tredimensional";"Dreidimensional";"Τρισδιάστατο";"Tridimensional";"Tridimensional";"Kolmemõõtmelised";"Kolmiulotteinen";"Tridimensionnel";"Tridimensional";"Trodimenzionalan";"Háromdimenziós";"Tridimensionale";"Trijų matmenų";"Trīsdimensiju";"Tridimensjonali";"Driedimensionaal";"Trójwymiarowe";"Tridimensional";"Tridimensional";"Trojrozmerný";"Tridimenzionalen";"Tredimensionell"
